# The following table is formatted as tab separated values. 																							
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
LQ108_RS21485	gene-LQ108_RS21485	TRANSCRIPT_gene-LQ108_RS21485	protein_coding	0	9	1	79	0	0	0	0	28	0	0	1	0	0	0	0	0	0	9	51
LQ108_RS21505	gene-LQ108_RS21505	TRANSCRIPT_gene-LQ108_RS21505	protein_coding	0	2	1	70	0	0	0	0	41	0	0	1	0	0	0	0	0	0	2	29
LQ108_RS21510	gene-LQ108_RS21510	TRANSCRIPT_gene-LQ108_RS21510	protein_coding	0	4	0	71	0	0	0	0	40	0	0	0	0	0	0	0	0	0	4	31
LQ108_RS21525	gene-LQ108_RS21525	TRANSCRIPT_gene-LQ108_RS21525	protein_coding	0	2	0	62	0	0	0	0	41	0	0	0	0	0	0	0	0	0	2	21
LQ108_RS21535	gene-LQ108_RS21535	TRANSCRIPT_gene-LQ108_RS21535	protein_coding	0	6	1	74	0	0	0	0	29	0	0	1	0	0	0	0	0	0	6	45
LQ108_RS21590	gene-LQ108_RS21590	TRANSCRIPT_gene-LQ108_RS21590	protein_coding	0	12	3	87	0	0	0	0	66	0	0	3	0	0	0	0	0	0	12	21
LQ108_RS21620	gene-LQ108_RS21620	TRANSCRIPT_gene-LQ108_RS21620	protein_coding	0	0	0	70	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	19
LQ108_RS21625	gene-LQ108_RS21625	TRANSCRIPT_gene-LQ108_RS21625	protein_coding	0	3	1	67	0	0	0	0	19	0	0	1	0	0	0	0	0	0	3	48
LQ108_RS21630	gene-LQ108_RS21630	TRANSCRIPT_gene-LQ108_RS21630	protein_coding	0	4	0	73	0	0	0	0	50	0	0	0	0	0	0	0	0	0	4	23
LQ108_RS21640	gene-LQ108_RS21640	TRANSCRIPT_gene-LQ108_RS21640	protein_coding	0	8	1	74	0	0	0	0	33	0	0	1	0	0	0	0	0	0	8	41
LQ108_RS21645	gene-LQ108_RS21645	TRANSCRIPT_gene-LQ108_RS21645	protein_coding	0	3	0	79	0	0	0	0	31	0	0	0	0	0	0	0	0	0	3	48
LQ108_RS21650	gene-LQ108_RS21650	TRANSCRIPT_gene-LQ108_RS21650	protein_coding	0	8	1	71	0	0	0	0	23	0	0	1	0	0	0	0	0	0	8	48
LQ108_RS21660	gene-LQ108_RS21660	TRANSCRIPT_gene-LQ108_RS21660	protein_coding	0	2	0	64	0	0	0	0	17	0	0	0	0	0	0	0	0	0	2	47
LQ108_RS21665	gene-LQ108_RS21665	TRANSCRIPT_gene-LQ108_RS21665	protein_coding	0	3	0	51	0	0	0	0	14	0	0	0	0	0	0	0	0	0	3	37
LQ108_RS21675	gene-LQ108_RS21675	TRANSCRIPT_gene-LQ108_RS21675	protein_coding	0	4	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	33
LQ108_RS21680	gene-LQ108_RS21680	TRANSCRIPT_gene-LQ108_RS21680	protein_coding	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28
LQ108_RS21685	gene-LQ108_RS21685	TRANSCRIPT_gene-LQ108_RS21685	protein_coding	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23
LQ108_RS21690	gene-LQ108_RS21690	TRANSCRIPT_gene-LQ108_RS21690	protein_coding	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
LQ108_RS21695	gene-LQ108_RS21695	TRANSCRIPT_gene-LQ108_RS21695	protein_coding	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17
LQ108_RS21700	gene-LQ108_RS21700	TRANSCRIPT_gene-LQ108_RS21700	protein_coding	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17
LQ108_RS21705	gene-LQ108_RS21705	TRANSCRIPT_gene-LQ108_RS21705	protein_coding	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
LQ108_RS21710	gene-LQ108_RS21710	TRANSCRIPT_gene-LQ108_RS21710	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
LQ108_RS21715	gene-LQ108_RS21715	TRANSCRIPT_gene-LQ108_RS21715	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LQ108_RS21730	gene-LQ108_RS21730	TRANSCRIPT_gene-LQ108_RS21730	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
LQ108_RS21735	gene-LQ108_RS21735	TRANSCRIPT_gene-LQ108_RS21735	protein_coding	0	0	0	13	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0
LQ108_RS21740	gene-LQ108_RS21740	TRANSCRIPT_gene-LQ108_RS21740	protein_coding	0	0	0	25	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0
LQ108_RS21745	gene-LQ108_RS21745	TRANSCRIPT_gene-LQ108_RS21745	protein_coding	0	0	0	25	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0
LQ108_RS21750	gene-LQ108_RS21750	TRANSCRIPT_gene-LQ108_RS21750	protein_coding	0	0	0	28	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0
LQ108_RS21755	gene-LQ108_RS21755	TRANSCRIPT_gene-LQ108_RS21755	protein_coding	0	0	0	37	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0
LQ108_RS21800	gene-LQ108_RS21800	TRANSCRIPT_gene-LQ108_RS21800	protein_coding	0	0	0	82	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	45
LQ108_RS21805	gene-LQ108_RS21805	TRANSCRIPT_gene-LQ108_RS21805	protein_coding	0	8	1	72	0	0	0	0	37	0	0	1	0	0	0	0	0	0	8	35
LQ108_RS21810	gene-LQ108_RS21810	TRANSCRIPT_gene-LQ108_RS21810	protein_coding	0	4	1	74	0	0	0	0	37	0	0	1	0	0	0	0	0	0	4	37
LQ108_RS21815	gene-LQ108_RS21815	TRANSCRIPT_gene-LQ108_RS21815	protein_coding	0	3	0	67	0	0	0	0	34	0	0	0	0	0	0	0	0	0	3	33
LQ108_RS21820	gene-LQ108_RS21820	TRANSCRIPT_gene-LQ108_RS21820	protein_coding	0	12	0	54	0	0	0	0	29	0	0	0	0	0	0	0	0	0	12	25
LQ108_RS21825	gene-LQ108_RS21825	TRANSCRIPT_gene-LQ108_RS21825	protein_coding	0	13	2	54	0	0	0	0	31	0	0	2	0	0	0	0	0	0	13	23
LQ108_RS21835	gene-LQ108_RS21835	TRANSCRIPT_gene-LQ108_RS21835	protein_coding	0	0	0	76	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	37
LQ108_RS21840	gene-LQ108_RS21840	TRANSCRIPT_gene-LQ108_RS21840	protein_coding	0	0	0	80	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	36
LQ108_RS21865	gene-LQ108_RS21865	TRANSCRIPT_gene-LQ108_RS21865	protein_coding	0	11	1	58	0	0	0	0	23	0	0	1	0	0	0	0	0	0	11	35
LQ108_RS21875	gene-LQ108_RS21875	TRANSCRIPT_gene-LQ108_RS21875	protein_coding	0	0	0	64	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0
LQ108_RS21880	gene-LQ108_RS21880	TRANSCRIPT_gene-LQ108_RS21880	protein_coding	0	0	0	53	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0
LQ108_RS21885	gene-LQ108_RS21885	TRANSCRIPT_gene-LQ108_RS21885	protein_coding	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
LQ108_RS21890	gene-LQ108_RS21890	TRANSCRIPT_gene-LQ108_RS21890	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
LQ108_RS21930	gene-LQ108_RS21930	TRANSCRIPT_gene-LQ108_RS21930	protein_coding	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29
LQ108_RS21935	gene-LQ108_RS21935	TRANSCRIPT_gene-LQ108_RS21935	protein_coding	0	0	0	39	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0
LQ108_RS21940	gene-LQ108_RS21940	TRANSCRIPT_gene-LQ108_RS21940	protein_coding	0	10	0	45	0	0	0	0	45	0	0	0	0	0	0	0	0	0	10	0
LQ108_RS21945	gene-LQ108_RS21945	TRANSCRIPT_gene-LQ108_RS21945	protein_coding	0	8	3	62	0	0	0	0	13	0	0	3	0	0	0	0	0	0	8	49
LQ108_RS21950	gene-LQ108_RS21950	TRANSCRIPT_gene-LQ108_RS21950	protein_coding	0	8	2	68	0	0	0	0	44	0	0	2	0	0	0	0	0	0	8	24
LQ108_RS21955	gene-LQ108_RS21955	TRANSCRIPT_gene-LQ108_RS21955	protein_coding	0	0	2	77	0	0	0	0	42	0	0	2	0	0	0	0	0	0	0	35
LQ108_RS21960	gene-LQ108_RS21960	TRANSCRIPT_gene-LQ108_RS21960	protein_coding	0	4	1	77	0	0	0	0	37	0	0	1	0	0	0	0	0	0	4	40
LQ108_RS21965	gene-LQ108_RS21965	TRANSCRIPT_gene-LQ108_RS21965	protein_coding	0	5	1	83	0	0	0	0	42	0	0	1	0	0	0	0	0	0	5	41
LQ108_RS21970	gene-LQ108_RS21970	TRANSCRIPT_gene-LQ108_RS21970	protein_coding	0	5	1	90	0	0	0	0	44	0	0	1	0	0	0	0	0	0	5	46
LQ108_RS21980	gene-LQ108_RS21980	TRANSCRIPT_gene-LQ108_RS21980	protein_coding	0	9	0	89	0	0	0	0	41	0	0	0	0	0	0	0	0	0	9	48
LQ108_RS21985	gene-LQ108_RS21985	TRANSCRIPT_gene-LQ108_RS21985	protein_coding	0	15	3	74	0	0	0	0	41	0	0	3	0	0	0	0	0	0	15	33
LQ108_RS22000	gene-LQ108_RS22000	TRANSCRIPT_gene-LQ108_RS22000	protein_coding	0	11	0	79	0	0	0	0	40	0	0	0	0	0	0	0	0	0	11	39
LQ108_RS22005	gene-LQ108_RS22005	TRANSCRIPT_gene-LQ108_RS22005	protein_coding	0	7	0	83	0	0	0	0	37	0	0	0	0	0	0	0	0	0	7	46
LQ108_RS22075	gene-LQ108_RS22075	rna-LQ108_RS22075	rRNA	0	0	0	87	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	28
LQ108_RS22080	gene-LQ108_RS22080	rna-LQ108_RS22080	protein_coding	0	0	0	51	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	29
LQ108_RS22085	gene-LQ108_RS22085	rna-LQ108_RS22085	protein_coding	0	0	0	48	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	30
LQ108_RS22090	gene-LQ108_RS22090	rna-LQ108_RS22090	rRNA	0	0	0	60	0	0	0	0	17	0	0	0	1	0	0	0	0	0	0	42
LQ108_RS22105	gene-LQ108_RS22105	TRANSCRIPT_gene-LQ108_RS22105	protein_coding	0	5	0	52	0	0	0	0	23	0	0	0	0	0	0	0	0	0	5	29
LQ108_RS22185	gene-LQ108_RS22185	TRANSCRIPT_gene-LQ108_RS22185	protein_coding	0	9	0	81	0	0	0	0	42	0	0	0	0	0	0	0	0	0	9	39
LQ108_RS22200	gene-LQ108_RS22200	TRANSCRIPT_gene-LQ108_RS22200	protein_coding	0	10	0	88	0	0	0	0	39	0	0	0	0	0	0	0	0	0	10	49
LQ108_RS22270	gene-LQ108_RS22270	TRANSCRIPT_gene-LQ108_RS22270	protein_coding	0	6	0	108	0	0	0	0	49	0	0	0	0	0	0	0	0	0	6	59
LQ108_RS22315	gene-LQ108_RS22315	rna-LQ108_RS22315	protein_coding	0	0	0	91	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	47
LQ108_RS22320	gene-LQ108_RS22320	rna-LQ108_RS22320	protein_coding	0	0	0	89	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	49
LQ108_RS22325	gene-LQ108_RS22325	rna-LQ108_RS22325	protein_coding	0	0	0	89	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	49
LQ108_RS22330	gene-LQ108_RS22330	rna-LQ108_RS22330	protein_coding	0	0	0	89	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	50
LQ108_RS22350	gene-LQ108_RS22350	TRANSCRIPT_gene-LQ108_RS22350	protein_coding	0	10	2	88	0	0	0	0	50	0	0	2	0	0	0	0	0	0	10	38
LQ108_RS22465	gene-LQ108_RS22465	TRANSCRIPT_gene-LQ108_RS22465	protein_coding	1	16	4	54	0	0	0	0	11	1	0	4	0	0	0	0	0	0	16	43
LQ108_RS22470	gene-LQ108_RS22470	TRANSCRIPT_gene-LQ108_RS22470	protein_coding	0	0	0	69	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	11
LQ108_RS22480	gene-LQ108_RS22480	rna-LQ108_RS22480	protein_coding	0	0	0	60	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	6
LQ108_RS22485	gene-LQ108_RS22485	rna-LQ108_RS22485	protein_coding	0	0	0	57	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	6
LQ108_RS22495	gene-LQ108_RS22495	rna-LQ108_RS22495	rRNA	0	0	0	70	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	18
LQ108_RS22500	gene-LQ108_RS22500	rna-LQ108_RS22500	protein_coding	0	0	0	29	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	16
LQ108_RS22505	gene-LQ108_RS22505	rna-LQ108_RS22505	protein_coding	0	0	0	27	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	16
LQ108_RS22510	gene-LQ108_RS22510	rna-LQ108_RS22510	rRNA	0	0	0	37	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	26
LQ108_RS22530	gene-LQ108_RS22530	TRANSCRIPT_gene-LQ108_RS22530	protein_coding	0	2	1	64	0	0	0	0	21	0	0	1	0	0	0	0	0	0	2	43
LQ108_RS22575	gene-LQ108_RS22575	TRANSCRIPT_gene-LQ108_RS22575	protein_coding	0	0	0	69	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	36
LQ108_RS22600	gene-LQ108_RS22600	TRANSCRIPT_gene-LQ108_RS22600	protein_coding	0	17	2	58	0	0	0	0	28	0	0	2	0	0	0	0	0	0	17	30
LQ108_RS22660	gene-LQ108_RS22660	TRANSCRIPT_gene-LQ108_RS22660	protein_coding	0	6	0	65	0	0	0	0	30	0	0	0	0	0	0	0	0	0	6	35
LQ108_RS22680	gene-LQ108_RS22680	TRANSCRIPT_gene-LQ108_RS22680	protein_coding	0	0	0	77	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	41
LQ108_RS22685	gene-LQ108_RS22685	TRANSCRIPT_gene-LQ108_RS22685	protein_coding	0	3	0	77	0	0	0	0	44	0	0	0	0	0	0	0	0	0	3	33
LQ108_RS22695	gene-LQ108_RS22695	TRANSCRIPT_gene-LQ108_RS22695	protein_coding	0	11	4	56	0	0	0	0	27	0	0	4	0	0	0	0	0	0	11	29
LQ108_RS22700	gene-LQ108_RS22700	TRANSCRIPT_gene-LQ108_RS22700	protein_coding	0	8	2	55	0	0	0	0	33	0	0	2	0	0	0	0	0	0	8	22
LQ108_RS22705	gene-LQ108_RS22705	TRANSCRIPT_gene-LQ108_RS22705	protein_coding	0	8	1	53	0	0	0	0	33	0	0	1	0	0	0	0	0	0	8	20
LQ108_RS22785	gene-LQ108_RS22785	TRANSCRIPT_gene-LQ108_RS22785	protein_coding	0	10	1	117	0	0	0	0	69	0	0	1	0	0	0	0	0	0	10	48
LQ108_RS22790	gene-LQ108_RS22790	TRANSCRIPT_gene-LQ108_RS22790	protein_coding	0	14	8	135	0	0	0	0	65	0	0	8	0	0	0	0	0	0	14	70
LQ108_RS22795	gene-LQ108_RS22795	TRANSCRIPT_gene-LQ108_RS22795	protein_coding	0	8	0	146	0	0	0	0	59	0	0	0	0	0	0	0	0	0	8	87
LQ108_RS22800	gene-LQ108_RS22800	TRANSCRIPT_gene-LQ108_RS22800	protein_coding	0	6	0	152	0	0	0	0	55	0	0	0	0	0	0	0	0	0	6	97
LQ108_RS22805	gene-LQ108_RS22805	TRANSCRIPT_gene-LQ108_RS22805	protein_coding	0	6	0	162	0	0	0	0	116	0	0	0	0	0	0	0	0	0	6	46
LQ108_RS22810	gene-LQ108_RS22810	TRANSCRIPT_gene-LQ108_RS22810	protein_coding	0	4	0	174	0	0	0	0	128	0	0	0	0	0	0	0	0	0	4	46
LQ108_RS22815	gene-LQ108_RS22815	TRANSCRIPT_gene-LQ108_RS22815	protein_coding	0	9	3	175	0	0	0	0	48	0	0	3	0	0	0	0	0	0	9	127
LQ108_RS22820	gene-LQ108_RS22820	TRANSCRIPT_gene-LQ108_RS22820	protein_coding	0	39	10	149	0	0	0	0	52	0	0	10	0	0	0	0	0	0	39	97
LQ108_RS22825	gene-LQ108_RS22825	TRANSCRIPT_gene-LQ108_RS22825	protein_coding	0	14	6	161	0	0	0	0	77	0	0	6	0	0	0	0	0	0	14	84
LQ108_RS22830	gene-LQ108_RS22830	TRANSCRIPT_gene-LQ108_RS22830	protein_coding	0	12	10	155	0	0	0	0	93	0	0	10	0	0	0	0	0	0	12	62
LQ108_RS22835	gene-LQ108_RS22835	TRANSCRIPT_gene-LQ108_RS22835	protein_coding	0	7	0	161	0	0	0	0	125	0	0	0	0	0	0	0	0	0	7	36
LQ108_RS22865	gene-LQ108_RS22865	TRANSCRIPT_gene-LQ108_RS22865	protein_coding	1	1	2	59	0	0	0	0	22	0	0	2	0	0	1	0	0	0	1	37
LQ108_RS22870	gene-LQ108_RS22870	TRANSCRIPT_gene-LQ108_RS22870	protein_coding	0	2	1	61	0	0	0	0	26	0	0	1	0	0	0	0	0	0	2	35
LQ108_RS22875	gene-LQ108_RS22875	TRANSCRIPT_gene-LQ108_RS22875	protein_coding	0	5	4	59	0	0	0	0	30	0	0	4	0	0	0	0	0	0	5	29
LQ108_RS22890	gene-LQ108_RS22890	TRANSCRIPT_gene-LQ108_RS22890	protein_coding	0	6	0	59	0	0	0	0	42	0	0	0	0	0	0	0	0	0	6	17
LQ108_RS22920	gene-LQ108_RS22920	TRANSCRIPT_gene-LQ108_RS22920	protein_coding	0	0	0	68	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	28
LQ108_RS22955	gene-LQ108_RS22955	TRANSCRIPT_gene-LQ108_RS22955	protein_coding	0	8	1	64	0	0	0	0	45	0	0	1	0	0	0	0	0	0	8	19
LQ108_RS22960	gene-LQ108_RS22960	TRANSCRIPT_gene-LQ108_RS22960	protein_coding	0	0	2	68	0	0	0	0	51	0	0	2	0	0	0	0	0	0	0	17
LQ108_RS22980	gene-LQ108_RS22980	rna-LQ108_RS22980	rRNA	0	0	0	60	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	15
LQ108_RS22985	gene-LQ108_RS22985	rna-LQ108_RS22985	protein_coding	0	0	0	38	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	19
LQ108_RS22990	gene-LQ108_RS22990	rna-LQ108_RS22990	rRNA	0	0	0	52	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	33
LQ108_RS22995	gene-LQ108_RS22995	TRANSCRIPT_gene-LQ108_RS22995	protein_coding	0	1	0	36	0	0	0	0	35	0	0	0	0	0	0	0	0	0	1	1
LQ108_RS23115	gene-LQ108_RS23115	TRANSCRIPT_gene-LQ108_RS23115	protein_coding	0	0	0	39	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	3
LQ108_RS23165	gene-LQ108_RS23165	TRANSCRIPT_gene-LQ108_RS23165	protein_coding	0	6	2	88	0	0	0	0	35	0	0	2	0	0	0	0	0	0	6	53
LQ108_RS23170	gene-LQ108_RS23170	TRANSCRIPT_gene-LQ108_RS23170	protein_coding	0	8	0	84	0	0	0	0	39	0	0	0	0	0	0	0	0	0	8	45
LQ108_RS23180	gene-LQ108_RS23180	TRANSCRIPT_gene-LQ108_RS23180	protein_coding	2	2	8	66	1	0	0	0	36	2	0	7	0	0	0	0	0	0	3	30
LQ108_RS24085	gene-LQ108_RS24085	TRANSCRIPT_gene-LQ108_RS24085	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LQ108_RS24115	gene-LQ108_RS24115	TRANSCRIPT_gene-LQ108_RS24115	protein_coding	0	0	0	52	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	18
LQ108_RS24125	gene-LQ108_RS24125	TRANSCRIPT_gene-LQ108_RS24125	protein_coding	0	0	0	31	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0
LQ108_RS24130	gene-LQ108_RS24130	TRANSCRIPT_gene-LQ108_RS24130	protein_coding	0	0	0	132	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	52
LQ108_RS24180	gene-LQ108_RS24180	TRANSCRIPT_gene-LQ108_RS24180	protein_coding	0	0	0	80	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	41
LQ108_RS24195	gene-LQ108_RS24195	TRANSCRIPT_gene-LQ108_RS24195	protein_coding	0	0	0	114	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	62
LQ108_RS24200	gene-LQ108_RS24200	TRANSCRIPT_gene-LQ108_RS24200	protein_coding	0	0	0	24	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0
LQ108_RS24210	gene-LQ108_RS24210	TRANSCRIPT_gene-LQ108_RS24210	protein_coding	0	0	0	81	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	30
LQ108_RS24215	gene-LQ108_RS24215	TRANSCRIPT_gene-LQ108_RS24215	protein_coding	0	0	0	72	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	22
LQ108_RS24220	gene-LQ108_RS24220	TRANSCRIPT_gene-LQ108_RS24220	protein_coding	0	0	0	87	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	34
LQ108_RS24275	gene-LQ108_RS24275	TRANSCRIPT_gene-LQ108_RS24275	protein_coding	0	1	2	153	0	0	0	0	64	0	0	2	0	0	0	0	0	0	1	89
LQ108_RS24280	gene-LQ108_RS24280	TRANSCRIPT_gene-LQ108_RS24280	protein_coding	0	0	1	42	0	0	0	0	9	0	0	1	0	0	0	0	0	0	0	33
aaeA	gene-LQ108_RS20640	TRANSCRIPT_gene-LQ108_RS20640	protein_coding	0	1	0	71	0	0	0	0	36	0	0	0	0	0	0	0	0	0	1	35
aaeB	gene-LQ108_RS20635	TRANSCRIPT_gene-LQ108_RS20635	protein_coding	0	10	2	69	0	0	0	0	40	0	0	2	0	0	0	0	0	0	10	29
aaeR	gene-LQ108_RS20650	TRANSCRIPT_gene-LQ108_RS20650	protein_coding	0	4	0	71	0	0	0	0	43	0	0	0	0	0	0	0	0	0	4	28
aaeX	gene-LQ108_RS20645	TRANSCRIPT_gene-LQ108_RS20645	protein_coding	0	0	0	67	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	38
aas	gene-LQ108_RS18485	TRANSCRIPT_gene-LQ108_RS18485	protein_coding	0	25	1	94	0	0	0	0	57	0	0	1	0	0	0	0	0	0	25	37
aat	gene-LQ108_RS07635	TRANSCRIPT_gene-LQ108_RS07635	protein_coding	0	10	1	93	0	0	0	0	37	0	0	1	0	0	0	0	0	0	10	56
abgT	gene-LQ108_RS10040	TRANSCRIPT_gene-LQ108_RS10040	protein_coding	0	12	1	78	0	0	0	0	38	0	0	1	0	0	0	0	0	0	12	40
accA	gene-LQ108_RS04090	TRANSCRIPT_gene-LQ108_RS04090	protein_coding	0	6	0	92	0	0	0	0	49	0	0	0	0	0	0	0	0	0	6	43
accB	gene-LQ108_RS20715	TRANSCRIPT_gene-LQ108_RS20715	protein_coding	0	2	0	71	0	0	0	0	35	0	0	0	0	0	0	0	0	0	2	36
accC	gene-LQ108_RS20720	TRANSCRIPT_gene-LQ108_RS20720	protein_coding	0	7	0	64	0	0	0	0	31	0	0	0	0	0	0	0	0	0	7	33
accD	gene-LQ108_RS16285	TRANSCRIPT_gene-LQ108_RS16285	protein_coding	0	7	0	77	0	0	0	0	40	0	0	0	0	0	0	0	0	0	7	37
aceA	gene-LQ108_RS01310	TRANSCRIPT_gene-LQ108_RS01310	protein_coding	0	15	1	94	0	0	0	0	55	0	0	1	0	0	0	0	0	0	15	39
aceB	gene-LQ108_RS01305	TRANSCRIPT_gene-LQ108_RS01305	protein_coding	0	14	2	77	0	0	0	0	52	0	0	2	0	0	0	0	0	0	14	25
aceE	gene-LQ108_RS03745	TRANSCRIPT_gene-LQ108_RS03745	protein_coding	0	10	0	67	0	0	0	0	35	0	0	0	0	0	0	0	0	0	10	32
aceF	gene-LQ108_RS03750	TRANSCRIPT_gene-LQ108_RS03750	protein_coding	0	10	3	61	0	0	0	0	44	0	0	3	0	0	0	0	0	0	10	17
aceK	gene-LQ108_RS01315	TRANSCRIPT_gene-LQ108_RS01315	protein_coding	0	13	1	119	0	0	0	0	64	0	0	1	0	0	0	0	0	0	13	55
ackA	gene-LQ108_RS16160	TRANSCRIPT_gene-LQ108_RS16160	protein_coding	0	5	0	104	0	0	0	0	52	0	0	0	0	0	0	0	0	0	5	52
acnA	gene-LQ108_RS12930	TRANSCRIPT_gene-LQ108_RS12930	protein_coding	0	6	0	67	0	0	0	0	33	0	0	0	0	0	0	0	0	0	6	34
acnB	gene-LQ108_RS03770	TRANSCRIPT_gene-LQ108_RS03770	protein_coding	0	17	0	102	0	0	0	0	57	0	0	0	0	0	0	0	0	0	17	45
acpH	gene-LQ108_RS04670	TRANSCRIPT_gene-LQ108_RS04670	protein_coding	0	7	1	74	0	0	0	0	58	0	0	1	0	0	0	0	0	0	7	16
acpP	gene-LQ108_RS08690	TRANSCRIPT_gene-LQ108_RS08690	protein_coding	0	0	0	45	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	22
acpS	gene-LQ108_RS17160	TRANSCRIPT_gene-LQ108_RS17160	protein_coding	0	1	0	75	0	0	0	0	43	0	0	0	0	0	0	0	0	0	1	32
acpT	gene-LQ108_RS21760	TRANSCRIPT_gene-LQ108_RS21760	protein_coding	0	0	0	45	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0
acrA	gene-LQ108_RS05035	TRANSCRIPT_gene-LQ108_RS05035	protein_coding	0	7	0	77	0	0	0	0	28	0	0	0	0	0	0	0	0	0	7	49
acrB	gene-LQ108_RS05030	TRANSCRIPT_gene-LQ108_RS05030	protein_coding	0	18	0	99	0	0	0	0	55	0	0	0	0	0	0	0	0	0	18	44
acrD	gene-LQ108_RS16670	TRANSCRIPT_gene-LQ108_RS16670	protein_coding	0	31	0	71	0	0	0	0	34	0	0	0	0	0	0	0	0	0	31	37
acrR	gene-LQ108_RS05040	TRANSCRIPT_gene-LQ108_RS05040	protein_coding	0	6	1	71	0	0	0	0	43	0	0	1	0	0	0	0	0	0	6	28
acs	gene-LQ108_RS01615	TRANSCRIPT_gene-LQ108_RS01615	protein_coding	0	14	1	93	0	0	0	0	56	0	0	1	0	0	0	0	0	0	14	37
actP	gene-LQ108_RS01605	TRANSCRIPT_gene-LQ108_RS01605	protein_coding	0	19	0	100	0	0	0	0	58	0	0	0	0	0	0	0	0	0	19	42
